,Potential_Customer,Cust_Last_Purchase,Pur_3_years,Pur_5_years,Pur_3_years_Indirect,Pur_5_years_Indirect,Pur_latest,Pur_3_years_Avg,Pur_5_years_Avg,Pur_3_years_Avg_Indirect,InAct_Last,InAct_First,Ad_Res_1_year,Ad_Res_Ind_1_Year,Status_Cust,Status_Latest_Ad,Age,Gender,Cust_Prop,Cust_Ann_Income,Total_5_yrs_purchase
331,0,0,2,2,2,2,25,17.5,17.5,17.5,17,28,13,6,A,0,73,M,U,44284.5,4
332,1,25,1,6,1,5,25,25,16.33,25,17,105,14,6,A,1,40,M,H,32229,11
333,1,10,2,2,1,1,25,22.5,22.5,20,26,33,11,5,A,0,46,F,H,76873,3
334,0,0,2,2,2,2,25,25,25,25,17,24,13,6,N,0,57,F,H,42295,4
335,0,0,2,3,1,1,25,17.5,13.33,10,18,40,13,6,A,0,45,M,H,35446,4
336,0,0,2,12,0,4,25,25,13.33,0,18,68,13,6,S,1,79,M,H,35446,16
337,1,25,3,15,1,9,25,35,15.2,30,18,124,13,6,S,1,42,F,H,36946,24
338,0,0,2,15,1,6,25,22.5,11.13,25,17,80,15,6,A,1,60,M,U,44284.5,21
339,0,0,2,4,2,2,25,260,138.75,260,5,29,39,6,A,0,60,F,U,44284.5,6
340,0,0,0,11,0,4,25,0,17.18,0,14,67,36,5,A,1,73,M,H,44284.5,15
341,0,0,1,9,0,5,25,25,11.44,0,18,122,13,6,A,1,59,F,H,52299,14
342,0,0,1,3,0,1,25,25,21.67,0,18,52,13,6,A,0,56,M,H,48226,4
343,0,0,2,2,1,1,25,25,25,25,17,20,13,6,N,0,69,F,H,47060,3
344,0,0,3,13,1,5,25,16.67,16.38,25,4,81,30,7,A,1,60,M,H,44284.5,18
345,0,0,3,4,3,4,25,19,15.5,19,16,41,13,6,A,1,60,F,U,45905,8
346,1,30,1,1,1,1,25,25,25,25,23,23,10,4,N,0,32,M,U,44284.5,2
347,0,0,1,1,1,1,25,25,25,25,17,17,11,5,F,0,63,F,U,35314,2
348,0,0,1,9,0,3,25,25,18.89,0,18,67,13,6,S,1,60,F,U,36042,12
349,0,0,2,10,0,2,25,22.5,13.1,0,18,65,20,4,A,0,72,M,H,46780,12
350,1,25,2,4,1,1,25,20,17,25,22,65,15,6,A,0,52,F,H,44284.5,5
351,1,25,1,1,1,1,25,25,25,25,21,21,12,4,N,0,74,F,U,44284.5,2
352,0,0,1,6,0,2,25,25,34.17,0,25,110,5,2,E,0,60,F,U,44284.5,8
353,1,12,6,17,5,9,25,16.67,10.47,16,6,69,26,11,S,1,65,M,H,42155,26
354,1,22,3,4,0,0,25,19.67,16.75,0,18,44,15,6,A,0,76,M,H,51648,4
355,1,20,1,13,1,3,25,25,14.69,25,21,93,24,6,A,0,72,M,H,37481,16
356,0,0,1,5,0,3,25,25,23,0,27,81,10,4,A,0,67,M,H,44917,8
357,1,5,1,12,1,8,25,35,18,35,17,128,14,6,A,1,57,F,H,48058,20
358,0,0,3,8,3,7,25,16.67,11.88,16.67,21,100,14,6,A,1,84,F,U,44284.5,15
359,0,0,2,2,2,2,25,22.5,22.5,22.5,17,21,13,6,N,0,60,M,U,48866,4
360,1,15,3,3,2,2,25,15,15,20,21,26,13,6,N,1,67,M,H,106480,5
361,0,0,2,2,1,1,25,17.5,17.5,10,20,21,13,6,N,0,60,F,H,38184,3
362,0,0,1,1,0,0,25,25,25,0,16,16,12,5,F,0,65,F,H,35635,1
363,1,10,2,11,0,6,25,22.5,9.82,0,18,115,13,6,A,0,40,M,H,62714,17
364,0,0,1,1,0,0,25,25,25,0,19,19,10,4,F,0,60,M,U,44284.5,1
365,0,0,1,3,1,2,25,25,15,25,21,53,12,6,A,0,48,F,H,50289,5
366,1,30,5,18,4,12,25,29,20.72,30,17,113,16,6,S,1,76,M,U,66514,30
367,0,0,1,11,1,7,25,25,13.91,25,24,124,8,4,A,1,75,M,H,51054,18
368,0,0,4,13,2,5,25,30.25,23.15,24.5,27,68,12,5,A,1,51,F,H,51054,18
369,0,0,2,5,2,3,25,32.5,28,32.5,6,42,19,8,A,0,57,F,U,44284.5,8
370,0,0,1,1,1,1,25,25,25,25,17,17,13,5,F,0,60,M,U,30214,2
371,0,0,2,2,2,2,25,20,20,20,17,21,13,6,N,0,60,M,U,73268,4
372,1,25,1,1,1,1,25,25,25,25,16,16,12,5,F,0,54,M,H,46910,2
373,0,0,3,13,1,10,25,18,10.54,14,17,126,13,6,S,1,41,F,H,35060,23
374,0,0,3,5,1,2,25,25,20.6,25,26,40,11,5,A,1,60,M,U,36218,7
375,0,0,1,1,1,1,25,25,25,25,16,16,11,5,F,0,75,F,H,41650,2
376,1,20,1,7,1,4,25,20,13.14,20,8,75,16,6,A,0,54,M,H,44611,11
377,0,0,1,1,1,1,25,25,25,25,19,19,12,4,F,0,60,M,H,41462,2
378,0,0,3,7,1,2,25,30,21.43,25,15,44,14,6,A,0,60,M,U,44284.5,9
379,0,0,2,9,0,3,25,22.5,14.56,0,18,104,15,6,A,0,75,M,U,29744,12
380,1,25,1,1,1,1,25,25,25,25,16,16,12,5,F,0,49,M,H,49425,2
381,0,0,1,1,1,1,25,25,25,25,23,23,10,4,N,0,52,M,H,61834,2
382,0,0,1,6,0,1,25,25,17.5,0,18,67,13,6,A,0,60,F,H,47396,7
383,1,25,3,12,3,8,25,18.33,20.83,18.33,24,113,12,6,A,1,53,F,H,72290,20
384,0,0,0,1,0,0,25,0,25,0,19,19,11,4,F,0,48,F,U,57240,1
385,0,0,1,5,1,3,25,25,18,25,27,114,9,4,A,0,49,M,H,43207,8
386,0,0,3,5,2,3,25,20.67,18.4,18.5,18,41,13,6,A,0,63,M,U,36988,8
387,0,0,1,6,1,3,25,15,10.5,15,18,62,15,6,A,0,81,F,H,36204,9
388,1,30,3,9,1,5,25,20,13.11,17,16,77,13,6,A,1,42,M,H,35941,14
389,1,14,2,7,0,2,25,14,13.57,0,18,76,14,7,A,0,60,M,U,35941,9
390,0,0,2,9,1,4,25,25,17.22,25,18,122,15,6,A,1,78,F,U,44284.5,13
391,0,0,3,5,2,4,25,23.33,24,22.5,16,83,14,6,A,0,60,M,H,83308,9
392,0,0,2,4,2,4,25,22.5,21.25,22.5,20,64,13,6,A,0,48,F,U,75325,8
393,1,25,3,5,2,3,25,21.67,19,20,24,44,12,6,A,0,44,F,H,75325,8
394,1,30,3,8,1,6,25,23.33,17.63,25,17,88,12,6,S,1,60,M,H,40107,14
395,0,0,4,12,2,8,25,25,19.42,25,20,89,15,6,S,1,81,F,U,44143,20
396,1,25,1,1,1,1,25,25,25,25,16,16,12,5,F,0,47,M,H,73713,2
397,0,0,6,22,4,12,25,12.5,6.91,7.5,18,76,13,6,S,1,58,F,H,55298,34
398,0,0,1,2,1,1,25,50,37.5,50,18,23,13,6,N,0,63,F,H,56508,3
399,0,0,1,24,1,8,25,25,19.33,25,7,127,35,7,A,1,72,F,H,32757,32
400,1,25,0,1,0,0,25,0,25,0,19,19,10,4,F,0,65,M,H,32757,1
401,0,0,2,7,1,3,25,22.5,27.14,20,19,78,13,6,A,0,60,M,H,43355,10
402,0,0,4,16,3,13,25,18,9.5,15.67,20,130,13,6,A,1,60,M,U,39545,29
403,0,0,3,8,2,4,25,20,16.75,20,24,93,12,6,A,0,43,F,U,48101,12
404,0,0,2,4,1,3,25,22.5,15.25,20,25,66,12,6,A,0,60,M,U,34000,7
405,0,0,1,1,0,0,25,25,25,0,20,20,11,5,F,0,55,M,U,32908,1
406,1,30,1,8,0,5,25,25,12.75,0,17,85,13,6,A,1,56,F,H,55190,13
407,0,0,1,6,0,3,25,23,18.33,0,18,69,15,6,A,0,77,F,H,45037,9
408,0,0,1,5,1,2,25,25,23,25,18,44,13,6,A,0,62,F,H,51968,7
409,1,10,1,1,0,0,25,25,25,0,20,20,9,3,F,1,47,F,U,36776,1
410,0,0,2,3,1,1,25,17.5,13,10,18,33,13,6,A,0,60,M,U,44284.5,4
411,1,25,2,3,0,0,25,17.5,20,0,18,32,14,6,A,0,60,F,U,44284.5,3
412,1,30,3,6,1,2,25,20,15.83,20,16,55,13,6,A,0,49,F,H,27418,8
413,1,20,1,1,1,1,25,25,25,25,24,24,9,4,N,0,60,M,U,30017,2
414,1,25,2,8,1,2,25,25,15.75,25,23,77,13,6,A,0,62,M,H,51052,10
415,0,0,2,4,2,4,25,25,25,25,24,44,11,5,A,1,35,M,H,29089,8
416,1,15,2,4,1,2,25,15,15,5,15,76,13,5,A,0,79,M,H,31950,6
417,0,0,1,1,1,1,25,25,25,25,17,17,11,5,F,0,38,F,H,82313,2
418,0,0,7,16,3,7,25,14.57,11.31,13,17,68,14,6,A,1,69,F,U,44284.5,23
419,0,0,3,3,1,1,25,20,20,25,19,32,13,6,A,0,60,M,U,73684,4
420,1,15,3,11,1,4,25,19.67,13.45,14,16,113,13,6,S,1,60,M,H,42546,15
421,0,0,2,6,2,5,25,25,26.67,25,18,80,13,6,A,0,57,F,U,44284.5,11
422,0,0,2,6,2,5,25,22.5,14.33,22.5,18,105,13,6,A,0,48,F,U,44284.5,11
423,0,0,2,8,0,1,25,22.5,14.25,0,19,65,15,6,A,0,83,F,U,44284.5,9
424,0,0,2,5,2,3,25,20.5,16.2,20.5,24,57,11,6,A,0,57,M,H,71115,8
425,0,0,2,2,2,2,25,25,25,25,22,33,12,6,A,0,32,M,H,55485,4
426,0,0,2,2,1,1,25,17.5,17.5,10,15,23,14,5,N,0,55,M,U,47949,3
427,0,0,4,17,1,9,25,19,10.82,20,18,128,13,6,S,1,76,M,H,42194,26
428,0,0,4,4,2,2,25,28,28,28.5,18,36,13,6,A,0,76,M,U,43694,6
429,1,26,3,6,3,6,25,19.67,19.67,19.67,18,41,6,1,E,1,60,F,U,44284.5,12
430,1,15,3,32,2,11,25,12.33,12.44,12.5,5,123,39,8,A,1,81,M,U,44284.5,43
431,0,0,1,1,1,1,25,25,25,25,21,21,11,5,F,0,76,M,H,58821,2
432,1,26,3,9,2,6,25,21.67,14.56,22.5,17,93,14,6,A,0,49,F,H,60290,15
433,1,25,1,1,1,1,25,25,25,25,21,21,11,5,F,0,74,M,U,44284.5,2
434,1,30,3,3,0,0,25,23.33,23.33,0,19,32,13,6,A,0,53,M,U,42507,3
435,1,25,3,5,2,3,25,23.33,29,22.5,16,45,9,4,A,0,35,M,H,51091,8
436,1,20,1,7,0,3,25,25,13.57,0,24,111,11,6,A,0,60,F,U,44284.5,10
437,0,0,1,1,1,1,25,25,25,25,24,24,9,4,N,0,54,F,H,64119,2
438,1,50,1,1,1,1,25,25,25,25,17,17,12,5,F,0,60,F,H,55716,2
439,0,0,3,3,0,0,25,20,20,0,19,32,14,6,A,0,31,M,H,76857,3
440,1,25,2,5,1,2,25,20,20,25,25,53,12,6,A,0,45,M,H,67735,7
441,0,0,2,3,2,2,25,25,25,25,19,24,16,6,N,0,60,F,U,67735,5
442,1,34,2,11,0,1,25,25.5,20.18,0,5,65,34,5,A,0,35,F,H,61835,12
443,0,0,3,8,1,4,25,23.33,20.88,25,6,105,25,10,A,0,60,F,H,75224,12
444,0,0,6,12,4,7,25,15.67,11.75,12.25,18,53,13,6,S,1,68,F,H,63008,19
445,0,0,1,1,1,1,25,25,25,25,17,17,11,5,F,0,60,F,U,44284.5,2
446,0,0,0,4,0,1,25,0,19,0,18,40,13,6,A,0,53,F,H,63192,5
447,1,25,1,7,1,5,25,25,18.43,25,19,80,7,4,A,1,78,M,H,89045,12
448,0,0,3,8,1,4,25,20,10.63,25,18,88,13,6,A,0,46,M,U,82851,12
449,1,40,2,12,1,7,25,25,20.42,25,23,105,13,6,S,1,52,M,H,50898,19
450,0,0,3,7,0,1,25,25,17.43,0,19,80,13,6,A,0,35,M,H,56296,8
451,0,0,2,2,0,0,25,15,15,0,19,28,13,6,A,0,67,F,H,69583,2
452,1,30,5,5,3,3,25,23,23,23.33,15,33,14,6,A,1,60,M,H,98346,8
453,1,30,3,8,1,4,25,20,13.88,10,15,88,13,6,A,0,43,F,H,64385,12
454,0,0,1,2,0,0,25,25,17.5,0,26,40,10,5,A,0,45,F,H,47308,2
455,1,35,3,4,2,2,25,18.33,16.25,20,17,33,13,6,A,0,66,F,U,50028,6
456,1,20,2,7,1,3,25,22.5,12.71,20,19,81,13,6,A,0,58,F,H,55183,10
457,0,0,1,5,1,2,25,25,15.4,25,21,91,13,6,A,0,52,F,U,46903,7
458,0,0,2,11,0,6,25,18.5,11.73,0,18,111,13,6,A,1,60,F,U,29143,17
459,1,30,2,2,2,2,25,22.5,22.5,22.5,21,23,13,6,N,0,61,F,H,138188,4
460,1,25,1,2,0,1,25,25,25,0,26,52,9,4,A,0,70,M,H,66309,3
461,0,0,2,2,1,1,25,15,15,5,18,29,13,6,A,0,51,M,H,96568,3
462,1,25,0,1,0,0,25,0,25,0,23,23,8,3,N,0,77,M,H,70044,1
463,1,25,2,3,1,2,25,25,25,25,23,33,13,6,A,1,60,F,U,44284.5,5
464,0,0,5,23,1,12,25,21.2,13.43,21,18,113,13,6,S,1,55,F,H,91318,35
465,0,0,4,44,2,19,25,13,10.2,6,26,125,9,4,A,1,48,F,U,69181,63
466,0,0,1,3,1,1,25,25,25,25,21,27,25,5,N,0,67,M,H,69181,4
467,0,0,1,8,1,8,25,25,12.88,25,24,127,12,6,A,1,44,F,U,44284.5,16
468,1,25,1,8,0,1,25,25,23.13,0,18,102,13,6,A,0,58,F,U,39928,9
469,0,0,1,2,0,0,25,3,14,0,27,30,10,4,A,0,49,F,H,81196,2
470,1,7,1,10,0,9,25,25,44.7,0,26,117,12,5,A,1,37,F,U,44225,19
471,0,0,1,1,1,1,25,25,25,25,15,15,8,3,E,0,41,M,H,37781,2
472,0,0,2,5,1,4,25,25,18,25,18,80,14,6,A,0,40,M,H,48454,9
473,0,0,2,4,1,2,25,23.5,19.25,25,18,41,14,6,A,0,56,F,H,36109,6
474,0,0,4,4,3,3,25,13.75,13.75,16.67,21,32,11,4,S,1,47,M,H,34017,7
475,1,25,1,17,1,8,25,25,12,25,24,112,12,6,S,1,87,M,U,44284.5,25
476,0,0,0,4,0,1,25,0,20,0,18,41,13,6,A,0,55,M,H,45669,5
477,1,25,3,5,2,3,25,26.67,25,27.5,18,66,15,6,A,1,26,M,U,44284.5,8
478,1,20,5,19,3,9,25,16.6,12.26,17.67,18,111,24,12,A,1,62,F,H,44779,28
479,1,25,1,2,0,0,25,25,17.5,0,17,38,14,7,A,1,60,F,U,43628,2
480,0,0,5,10,3,5,25,14.6,12.8,13.67,18,57,13,6,S,1,86,M,H,42145,15
481,1,36,2,8,2,6,25,24.5,17,24.5,17,105,14,6,A,0,86,M,U,61719,14
482,0,0,4,5,2,2,25,23.75,24,22.5,18,29,13,6,A,1,31,F,U,48034,7
483,0,0,4,15,3,9,25,21.25,14.47,21.67,20,85,15,6,A,1,48,M,H,61870,24
484,0,0,3,8,2,3,25,20,17.5,20,6,51,27,8,A,0,57,F,U,51973,11
485,0,0,2,5,1,3,25,27.5,26,30,26,57,11,5,A,0,60,M,U,44284.5,8
486,1,25,4,9,2,4,25,25,22.22,25,19,96,14,6,A,1,74,F,U,60591,13
487,1,15,1,8,1,6,25,25,12.88,25,18,128,13,6,A,0,74,F,H,65393,14
488,1,25,2,6,2,4,25,25,20.83,25,17,68,13,6,A,0,75,M,H,63092,10
489,1,25,2,10,2,10,25,25,17.5,25,17,123,14,6,A,1,51,M,H,58868,20
490,1,25,4,7,2,3,25,18.75,17.14,20,16,53,15,6,A,0,57,M,H,42270,10
491,1,25,2,16,1,8,25,24,10.19,25,16,127,14,5,A,1,62,M,H,48399,24
492,1,37,3,7,2,4,25,20.67,16,21,17,61,13,6,A,0,40,M,H,37726,11
493,0,0,0,7,0,2,25,0,15.57,0,7,57,33,7,A,1,42,M,U,44284.5,9
494,0,0,4,6,4,6,25,12.5,10,12.5,17,44,13,6,S,1,45,F,U,46240,12
495,0,0,2,12,1,6,25,15,5.33,5,26,115,12,5,A,1,48,M,U,46845,18
496,0,0,1,6,1,3,25,25,15.83,25,18,78,22,6,A,0,82,M,H,44174,9
497,0,0,3,5,2,2,25,7.67,10.8,8,18,33,13,6,A,0,44,F,H,69006,7
498,0,0,2,9,1,6,25,15,11.67,20,6,93,15,6,S,1,71,M,H,37712,15
499,0,0,2,12,1,6,25,30,15.96,25,13,90,29,6,A,0,60,F,U,64186,18
500,0,0,1,1,1,1,25,25,25,25,17,17,11,5,F,0,45,F,H,65781,2
501,0,0,3,12,3,6,25,23.33,12.58,23.33,22,114,13,6,A,1,72,F,U,44284.5,18
502,1,25,3,20,1,8,25,23.33,13.25,25,15,126,13,6,S,1,76,M,H,61461,28
503,0,0,3,3,2,2,25,21.67,21.67,22.5,17,32,13,6,A,0,22,M,H,62681,5
504,0,0,3,3,2,2,25,15.67,15.67,11,19,23,15,5,N,0,60,F,U,60373,5
505,1,35,1,2,0,1,25,25,20,0,18,39,13,6,A,1,39,M,U,88407,3
506,0,0,2,2,2,2,25,25,25,25,24,29,12,6,A,0,58,M,H,47081,4
507,0,0,3,3,2,2,25,21.67,21.67,20,19,29,14,6,A,0,55,F,H,42045,5
508,0,0,4,17,2,8,25,25,14.41,25,19,130,14,6,A,1,85,M,U,46625,25
509,0,0,2,3,2,3,25,20.5,17,20.5,21,42,14,5,A,0,53,M,U,51491,6
510,0,0,2,3,1,2,25,17.5,15,10,18,44,13,6,A,0,60,M,U,50382,5
511,0,0,3,17,0,8,25,26.67,14.65,0,15,126,13,6,A,1,84,F,U,41625,25
512,0,0,1,5,0,1,25,25,14,0,19,96,13,6,A,0,83,M,H,48750,6
513,1,45,1,1,1,1,25,25,25,25,24,24,10,4,N,0,57,M,U,44284.5,2
514,0,0,3,3,3,3,25,11.67,11.67,11.67,18,29,13,6,A,1,71,M,H,67408,6
515,0,0,1,3,1,2,25,25,15.67,25,17,44,13,6,A,0,47,M,U,44284.5,5
516,0,0,2,7,1,6,25,25,15.71,25,18,102,8,4,A,0,47,F,H,55513,13
517,0,0,2,4,1,3,25,22.5,17.75,25,17,52,14,6,A,0,66,M,H,55513,7
518,1,10,4,7,1,2,25,21.25,17.86,25,16,57,15,6,A,1,57,M,U,44284.5,9
519,0,0,1,3,1,2,25,25,18.33,25,15,45,12,5,A,0,57,F,H,112629,5
520,1,25,1,1,1,1,25,25,25,25,17,17,11,5,F,0,87,F,H,105995,2
521,1,20,2,8,2,4,25,22.5,25.13,22.5,18,57,13,6,A,0,33,F,H,70108,12
522,0,0,3,14,1,8,25,14,12.86,9,18,125,15,6,S,1,60,M,U,44064,22
523,0,0,1,1,1,1,25,25,25,25,24,24,9,4,N,0,48,F,H,28646,2
524,0,0,5,6,3,4,25,18,15.83,16.67,18,41,13,6,A,1,59,M,U,62442,10
525,0,0,1,1,1,1,25,25,25,25,24,24,9,4,N,0,75,F,H,44543,2
526,1,5,4,21,2,15,25,4.25,5,4,18,126,13,6,S,1,59,F,H,35060,36
527,0,0,2,15,0,6,25,22.5,13.87,0,18,126,13,6,A,1,60,F,U,39773,21
528,1,25,2,2,1,1,25,25,25,25,19,30,13,6,A,0,73,F,U,38047,3
529,0,0,2,10,2,7,25,22.5,12.1,22.5,15,88,12,5,A,1,53,F,H,51969,17
530,1,3,1,15,0,9,25,15,6.93,0,18,126,13,6,A,1,60,M,H,36890,24
531,0,0,4,23,2,14,25,10.75,6.3,7.5,17,115,14,6,A,1,60,F,U,41307,37
532,0,0,2,9,2,5,25,20,12.22,20,21,80,14,6,A,0,83,M,H,46423,14
533,1,25,1,7,0,3,25,25,19.29,0,18,103,13,6,A,0,74,F,H,42467,10
534,0,0,4,16,2,11,25,17.75,13.5,12.5,17,127,14,6,S,1,48,F,H,49190,27
535,0,0,4,14,2,7,25,21.25,11.64,22.5,16,128,13,6,A,1,47,F,H,60430,21
536,0,0,1,4,0,1,25,25,23.75,0,20,78,13,6,A,0,60,F,U,34886,5
537,0,0,2,8,0,3,25,22.5,15.5,0,26,113,7,3,A,1,67,F,H,64234,11
538,0,0,1,9,1,4,25,25,17.78,25,18,93,13,6,A,1,74,F,H,83754,13
616,0,0,2,5,0,1,24,23,15.2,0,18,78,13,6,A,0,60,F,U,62830,6
617,1,24,4,19,2,9,24,24.5,17.89,24.5,16,106,4,2,E,0,60,F,U,44284.5,28
618,1,5,8,26,6,12,24,7.38,6.27,5,18,68,14,6,S,1,58,M,H,69558,38
619,1,20,6,20,4,11,24,19,12.5,19.75,22,124,13,6,S,1,65,F,H,44284.5,31
620,0,0,2,2,2,2,24,21.13,21.13,21.13,17,23,13,6,N,0,39,M,U,24955,4
621,1,24,2,8,1,3,24,17,11.25,24,16,80,14,6,A,0,31,F,U,47310,11
622,1,29,2,7,1,6,24,21,16.57,18,20,76,13,6,A,1,50,F,H,58413,13
623,1,25,2,2,1,1,24,17,17,10,18,29,12,6,A,0,59,F,H,56677,3
624,0,0,1,6,0,4,23,23,17.17,0,17,113,6,2,A,0,81,M,H,74919,10
625,0,0,1,1,1,1,23,23,23,23,16,16,11,5,F,0,72,F,H,49292,2
626,1,23,2,14,0,7,23,22,9.29,0,18,130,13,6,A,1,82,M,H,35314,21
627,0,0,2,5,1,4,23,17,10.6,23,21,81,12,6,S,1,75,M,H,44284.5,9
628,0,0,1,1,1,1,23,23,23,23,19,19,13,5,F,0,60,F,U,44284.5,2
629,1,25,2,8,0,4,23,20,12.75,0,18,80,13,6,A,1,60,M,U,44284.5,12
630,0,0,4,4,2,2,23,20,20,20,18,35,13,6,A,0,60,F,U,44284.5,6
631,0,0,2,22,1,9,23,20.5,12.32,18,16,130,12,5,A,1,80,F,H,87796,31
632,1,40,1,6,1,5,23,23,9.17,23,18,104,14,6,A,1,36,M,H,67354,11
633,0,0,1,1,1,1,23,23,23,23,23,23,10,4,N,0,60,F,H,43363,2
634,1,23,3,6,1,3,23,24,22.83,25,26,45,10,5,A,1,60,F,U,34792,9
637,0,0,2,9,1,4,22,21,13,20,18,84,13,6,S,1,87,F,U,36059,13
638,1,10,8,14,6,10,22,12,11.5,10.67,18,74,13,6,S,1,50,F,H,55540,24
639,0,0,1,2,0,1,22,22,16,0,26,42,9,4,A,0,46,F,H,39172,3
640,0,0,3,6,1,3,22,13.33,9.5,22,17,53,15,6,S,1,67,F,U,44284.5,9
641,1,21,2,2,1,1,22,21,21,20,19,24,12,6,N,0,51,M,H,52419,3
642,0,0,3,11,1,6,22,20.67,18.36,20,18,123,14,6,A,0,83,F,U,44284.5,17
643,0,0,3,19,0,9,22,22.33,10.53,0,19,111,13,6,S,1,43,F,H,53672,28
644,0,0,3,9,2,8,22,20,14.11,19,18,111,13,6,S,1,46,F,H,52177,17
647,1,26,1,10,0,5,21,21,8.4,0,17,130,12,5,A,1,68,M,H,66090,15
648,0,0,3,4,2,3,21,19.33,17,23,21,37,12,6,A,0,45,M,H,78804,7
649,0,0,2,7,1,4,21,20,13,19,17,76,13,6,A,0,41,F,U,44284.5,11
650,1,21,2,11,2,9,21,20,13.09,20,21,105,13,6,A,1,57,F,H,43927,20
651,1,15,2,9,2,5,21,19.5,13.56,19.5,19,64,13,6,A,1,39,F,H,140286,14
652,0,0,2,6,2,3,21,18,10.67,18,22,124,12,6,A,0,37,F,H,49642,9
653,1,26,2,15,0,8,21,21,15.73,0,18,129,13,6,A,1,76,M,H,41084,23
654,0,0,2,11,0,7,21,19,11.75,0,25,118,11,6,A,1,79,F,H,55882,18
655,0,0,3,7,2,4,21,22,19.14,22.5,16,53,13,6,S,1,76,M,H,50351,11
656,1,15,3,12,0,6,21,17,13.58,0,20,115,13,6,S,1,80,F,U,39015,18
657,1,25,4,10,2,4,21,19.5,15.8,18.5,19,64,13,6,A,0,40,M,H,77368,14
658,1,40,10,34,5,12,21,19.4,17.06,18.8,4,64,35,11,S,1,57,M,H,48783,46
659,1,20,5,14,4,7,21,17.8,12.57,17.25,22,71,12,6,S,1,47,F,H,36549,21
660,0,0,1,8,0,3,21,21,8.25,0,18,69,15,6,A,1,69,M,U,43588,11
661,0,0,2,6,2,4,21,18,12,18,16,68,14,6,A,0,52,M,H,60483,10
662,1,26,2,10,0,2,21,20.5,15.9,0,26,63,10,5,A,0,61,F,U,42819,12
663,0,0,3,11,1,5,21,19,11.55,21,16,76,13,6,A,1,76,F,H,44658,16
664,0,0,2,14,1,7,21,21,13.79,21,23,124,12,6,A,1,84,F,U,21620,21
665,1,35,3,4,1,1,21,17,19,15,15,31,12,5,A,0,35,M,H,37546,5
666,1,21,2,10,2,5,21,20,11.1,20,20,111,13,6,A,0,50,F,H,85873,15
667,1,46,2,8,2,6,21,23,19.25,23,25,91,11,6,A,1,77,F,H,57088,14
668,1,21,1,5,1,3,21,21,11,21,24,75,11,6,A,0,86,F,H,56500,8
669,0,0,2,8,0,3,21,20,14.63,0,18,103,13,6,A,0,69,F,H,66796,11
670,1,26,2,12,0,8,21,21,13.5,0,20,123,13,6,A,1,47,M,H,43261,20
671,0,0,2,4,2,4,21,18,13,18,24,53,12,6,A,0,55,M,H,53672,8
672,0,0,1,1,1,1,21,21,21,21,19,19,11,5,F,0,47,M,U,45775,2
673,0,0,2,4,1,2,21,18,13,21,22,57,12,6,A,0,52,M,H,70928,6
674,1,15,2,7,0,3,21,19,10.71,0,18,91,7,4,A,1,49,M,H,52321,10
675,1,20,5,10,3,6,21,19.4,15.1,19,18,91,13,6,A,0,80,F,U,48958,16
683,1,28,4,6,2,4,20.5,18.88,18.42,15,6,23,22,8,N,0,60,M,H,41506,10
684,1,20,1,11,0,3,20,20,12.45,0,5,113,17,8,A,0,73,F,U,76293,14
685,0,0,1,3,1,3,20,20,18.33,20,20,58,10,4,A,0,48,M,H,62230,6
686,0,0,1,10,0,4,20,20,14,0,18,110,13,6,A,1,62,F,H,73899,14
687,0,0,1,1,1,1,20,20,20,20,17,17,10,4,F,0,43,F,H,107105,2
688,0,0,4,5,3,3,20,10.25,9.6,10,22,35,12,6,A,0,35,M,H,76594,8
689,1,25,1,4,1,1,20,50,22.5,50,10,17,28,5,F,0,60,F,H,89773,5
690,0,0,1,7,0,6,20,20,18.57,0,17,104,13,6,A,0,53,F,H,87767,13
691,0,0,1,4,1,3,20,20,23.75,20,17,76,13,6,A,1,69,M,H,87767,7
692,0,0,3,4,2,3,20,20,17.5,20,25,42,11,6,A,0,60,F,U,44284.5,7
693,0,0,1,1,1,1,20,20,20,20,24,24,7,3,N,0,53,F,H,118487,2
694,0,0,1,1,0,0,20,20,20,0,20,20,10,4,F,0,67,M,H,58282,1
695,1,20,1,1,1,1,20,20,20,20,21,21,10,4,F,0,60,F,U,40014,2
696,0,0,1,1,0,0,20,20,20,0,15,15,10,5,F,0,60,M,U,93202,1
697,0,0,4,9,1,4,20,13.75,10.67,10,16,65,15,6,S,1,55,F,U,44284.5,13
698,1,20,2,3,1,2,20,15,11.67,10,18,43,12,6,A,0,59,M,H,74919,5
699,0,0,1,1,0,0,20,20,20,0,16,16,12,5,F,0,36,F,H,56686,1
700,0,0,1,1,1,1,20,20,20,20,16,16,11,5,F,0,57,F,H,83386,2
701,1,25,3,4,1,2,20,21.67,18.75,20,25,41,12,6,A,0,58,M,U,44284.5,6
702,0,0,2,5,1,4,20,17.5,11.6,20,20,53,13,6,A,1,38,M,H,52611,9
703,1,21,1,22,0,7,20,15,22.18,0,17,126,33,3,A,1,79,M,H,88668,29
704,0,0,1,1,1,1,20,20,20,20,24,24,8,3,N,0,60,F,U,44284.5,2
705,0,0,1,9,1,4,20,20,12.33,20,21,89,12,6,A,1,60,M,U,69585,13
706,0,0,1,7,0,3,20,20,7.43,0,25,114,10,4,A,0,60,M,U,44284.5,10
707,0,0,1,1,1,1,20,20,20,20,20,20,10,4,F,0,63,F,H,47135,2
