,Potential_Customer,C_ID,Cust_Last_Purchase,Pur_latest,Pur_3_years_Avg,Pur_5_years_Avg,Pur_3_years_Avg_Indirect,InAct_Last,InAct_First,Status_Cust,Status_Latest_Ad,Age,Gender,Cust_Prop,Cust_Ann_Income,Status_CustN,Total_Pur_3_years,Total_Pur_5_years,Total_Ad_Res_1_year,Total_Ad_Res_3_year,Total_Ad_Res_5_year
238,1,92148,25.0,20.0,16.5,16.5,16.5,24,32,A,0,37.0,M,U,81157.0,A,4,4,13,37,34
239,0,94677,,18.0,16.0,10.03,16.0,17,128,S,1,85.0,M,H,79730.0,S,7,40,12,38,81
240,1,92183,5.0,5.0,5.71,5.38,5.6,15,57,A,1,86.0,F,H,79730.0,A,12,25,19,51,70
241,1,92241,20.0,15.0,15.0,7.62,15.0,26,130,A,1,63.0,M,H,81739.0,A,3,34,13,38,99
242,1,92244,5.0,5.0,4.6,4.5,4.5,18,125,S,1,58.0,F,H,81739.0,S,9,27,18,49,96
243,1,92272,20.0,20.0,17.5,16.43,20.0,16,41,S,1,,M,U,0.0,S,10,12,21,51,55
244,1,92293,5.0,6.0,4.75,5.8,4.67,16,24,N,1,75.0,F,H,114584.0,Others,7,8,21,36,33
245,1,92312,24.0,18.0,15.0,10.33,15.0,20,57,A,0,65.0,F,H,154945.0,A,4,10,19,46,61
246,0,92318,,25.0,27.5,22.0,,25,75,A,0,86.0,M,H,154945.0,A,2,6,12,29,51
247,0,92366,,26.0,26.0,24.14,26.0,24,69,A,0,71.0,M,H,81042.0,A,3,10,18,51,77
248,1,92355,25.0,15.0,8.5,8.0,8.5,18,45,A,0,71.0,M,H,81042.0,A,4,12,19,52,59
249,1,92348,10.0,10.0,8.6,8.6,10.0,18,32,A,0,55.0,F,H,81042.0,A,7,7,16,41,41
250,0,92403,,5.0,5.0,3.82,,15,130,A,0,82.0,M,U,76547.0,A,3,29,9,19,58
251,0,92408,,50.0,50.0,50.0,,15,15,E,0,38.0,F,H,85150.0,Others,1,1,11,13,14
252,1,92443,10.0,10.0,8.33,6.15,10.0,17,122,S,1,,F,U,0.0,S,4,23,18,48,98
253,0,92455,,15.0,10.5,6.29,10.5,24,126,A,1,43.0,F,H,62493.0,A,8,26,17,47,101
254,0,90265,,25.0,25.0,25.0,25.0,22,29,A,0,,F,U,0.0,A,4,4,20,41,37
255,0,5424,,25.0,25.0,46.07,,5,119,A,1,49.0,M,H,100789.0,A,1,35,33,54,150
256,0,92506,,14.0,12.29,10.69,12.0,18,93,A,1,58.0,F,U,0.0,A,11,20,20,50,81
257,1,92514,15.0,15.0,11.0,9.2,11.67,21,53,A,1,28.0,F,H,72594.0,A,8,16,18,50,62
258,0,92553,,15.0,12.5,12.14,16.67,17,28,A,1,51.0,F,H,66725.0,A,9,10,18,35,33
259,0,92617,,15.0,15.0,9.71,,18,97,A,0,,M,U,0.0,A,1,10,16,28,77
260,1,90314,7.0,6.0,9.25,7.94,9.2,18,77,S,1,63.0,F,U,73508.0,S,13,25,20,53,85
261,0,92652,,17.0,16.0,16.0,,18,31,A,0,65.0,M,U,70097.0,A,2,2,14,27,30
262,0,92689,,10.0,8.5,4.61,8.5,21,127,A,1,87.0,F,H,86725.0,A,6,32,16,47,99
263,0,92671,,20.0,15.75,13.6,14.0,18,44,A,0,54.0,F,H,86725.0,A,6,8,19,46,51
264,0,92664,,20.0,20.0,20.0,20.0,21,21,F,0,35.0,F,H,86725.0,Others,2,2,16,26,24
265,0,92254,,50.0,50.0,41.67,,25,52,A,0,43.0,F,U,85253.0,A,2,4,19,36,57
266,0,92748,,25.0,15.5,9.75,25.0,18,41,A,0,67.0,F,H,105247.0,A,3,6,19,46,44
267,1,92749,15.0,12.0,11.0,9.83,11.33,21,41,A,0,55.0,M,H,105247.0,A,7,10,18,46,49
268,0,92768,,20.0,20.0,12.29,20.0,20,100,A,0,75.0,F,H,105247.0,A,3,12,19,40,83
269,0,92760,,15.0,15.0,13.33,,26,75,A,0,46.0,F,H,105247.0,A,1,4,13,27,57
270,1,187755,10.0,10.0,10.0,10.0,10.0,17,52,E,0,,M,U,0.0,Others,6,7,7,19,29
271,0,1348,,10.0,10.5,9.63,10.0,15,57,A,0,,U,U,0.0,A,6,11,24,49,83
272,0,92777,,100.0,100.0,100.0,100.0,16,16,F,0,,M,U,0.0,Others,2,2,19,26,22
273,1,93184,10.0,10.0,10.0,5.44,10.0,19,103,A,1,80.0,F,U,98951.0,A,3,23,15,42,92
274,1,93065,10.0,10.0,9.75,9.56,11.0,18,88,A,1,,M,U,0.0,A,6,24,9,34,82
275,1,92801,15.0,15.0,13.5,10.6,,15,44,A,0,62.0,M,H,98951.0,A,2,7,18,37,51
276,0,4208,,32.0,32.0,56.17,,18,77,A,0,,U,U,0.0,A,1,8,24,42,99
277,1,92802,10.0,20.0,17.5,11.33,17.5,17,53,A,0,55.0,M,U,0.0,A,4,10,19,51,63
278,0,92832,,17.0,16.0,9.5,16.0,21,57,S,1,54.0,F,H,30185.0,S,4,16,19,45,68
279,0,92852,,3.0,5.75,5.08,5.67,15,130,S,1,83.0,M,H,30185.0,S,7,38,10,26,72
280,0,92822,,15.0,15.0,15.0,,20,20,F,0,,F,U,30185.0,Others,1,1,11,18,17
281,0,92864,,15.0,12.5,12.5,12.5,24,29,A,0,57.0,M,H,27184.0,A,4,4,13,32,30
282,0,92860,,25.0,25.0,25.0,25.0,17,17,F,0,69.0,F,U,27184.0,Others,2,2,16,23,20
283,0,92863,,20.0,20.0,20.0,20.0,21,21,N,0,,M,U,0.0,Others,2,2,11,21,18
284,1,92891,5.0,5.0,8.75,5.27,5.0,25,128,S,1,71.0,F,H,27184.0,S,6,26,8,36,87
285,0,92856,,15.0,15.0,15.0,,15,15,E,0,,F,U,0.0,Others,1,1,9,11,12
286,1,12361,100.0,100.0,100.0,62.5,100.0,19,49,A,0,55.0,F,H,71979.0,A,2,5,35,57,68
287,1,92963,20.0,20.0,20.0,20.0,20.0,16,16,F,0,,M,H,122735.0,Others,2,2,16,23,19
288,1,92972,30.0,40.0,30.67,30.67,25.0,16,23,N,0,,F,U,122735.0,Others,4,4,20,38,33
289,0,93025,,10.0,8.33,6.26,,18,125,S,1,40.0,F,U,27897.0,S,3,26,19,40,97
290,0,93137,,13.0,12.2,12.2,10.0,18,33,A,0,,F,U,0.0,A,6,6,18,46,42
291,0,93187,,5.0,5.0,3.79,5.0,17,111,S,1,,U,U,0.0,S,4,31,15,38,90
292,0,93174,,15.0,12.7,11.58,11.14,17,36,S,1,45.0,F,H,36299.0,S,17,19,19,46,46
293,0,8684,,0.0,0.0,9.36,,15,105,A,1,57.0,F,U,0.0,A,0,15,27,27,106
294,1,4314,6.0,5.0,6.0,5.45,5.0,17,130,S,1,75.0,F,H,39604.0,S,8,47,21,51,133
295,1,93218,10.0,25.0,11.25,11.25,12.67,16,33,A,0,,M,U,0.0,A,7,7,20,43,41
296,0,190117,,15.0,15.0,12.5,15.0,17,40,E,0,,F,U,0.0,Others,2,4,6,18,21
297,0,7086,,50.0,47.5,39.38,47.5,17,101,A,0,79.0,F,U,0.0,A,4,14,17,42,106
298,1,93334,30.0,30.0,27.5,27.5,25.0,18,24,N,0,50.0,F,U,40131.0,Others,3,3,19,36,30
299,0,93361,,16.0,13.0,8.5,,19,75,A,0,83.0,F,H,40131.0,A,2,6,17,27,45
300,0,93391,,8.0,6.67,5.68,6.75,18,127,S,1,87.0,M,H,40131.0,S,10,45,16,46,112
301,0,93345,,6.0,8.4,7.25,8.33,15,41,A,0,,M,U,40131.0,A,8,12,19,50,51
302,0,142672,,15.0,14.2,10.89,12.0,15,45,S,1,79.0,F,U,0.0,S,7,12,20,50,56
303,1,93397,20.0,20.0,20.0,20.0,20.0,17,17,F,1,,F,U,0.0,Others,2,2,16,23,20
304,1,93356,25.0,20.0,17.5,11.83,,18,64,S,1,60.0,F,U,41449.0,S,2,9,20,39,70
305,1,93432,11.0,10.0,9.33,6.0,,18,92,S,1,,F,U,0.0,S,3,16,19,37,80
306,0,93423,,17.0,16.0,14.07,15.0,26,67,A,1,47.0,M,H,41449.0,A,5,21,15,48,76
307,0,93476,,25.0,25.0,25.0,25.0,18,29,A,0,67.0,F,H,39838.0,A,3,5,20,43,40
308,1,93496,10.0,4.0,6.5,4.45,6.5,15,122,S,1,78.0,F,U,0.0,S,8,34,11,30,54
309,1,94804,30.0,15.0,15.0,15.0,15.0,21,21,N,0,,F,U,0.0,Others,2,2,11,21,18
310,1,93538,36.0,26.0,26.0,20.67,,26,67,A,0,72.0,F,H,25265.0,A,1,5,15,32,63
311,0,93565,,15.0,12.5,10.14,11.67,18,65,A,1,61.0,F,U,43729.0,A,7,13,19,50,68
312,0,93575,,17.0,16.0,7.64,16.0,18,104,A,0,55.0,M,H,43729.0,A,4,17,19,52,85
313,0,3964,,50.0,50.0,47.0,50.0,15,80,S,1,,M,U,43729.0,S,5,41,42,75,147
314,0,2510,,17.0,16.67,16.67,18.0,13,20,F,0,68.0,M,H,43729.0,Others,4,5,30,37,37
315,0,93597,,25.0,25.0,25.0,,18,18,F,0,,U,U,0.0,Others,1,1,16,21,19
316,1,93681,16.0,16.0,16.0,12.33,16.0,17,79,A,0,74.0,M,H,42011.0,A,2,10,15,36,64
317,1,93684,11.0,11.0,11.25,8.88,11.0,15,104,A,0,55.0,M,H,42011.0,A,6,12,18,44,80
318,0,93732,,21.0,20.0,13.0,19.0,17,76,A,0,41.0,U,U,0.0,A,3,11,19,50,78
319,1,93742,30.0,20.0,20.0,20.0,,21,100,A,0,62.0,F,H,44965.0,A,1,5,19,36,78
320,1,93713,20.0,16.0,13.0,13.0,13.0,23,30,A,0,66.0,F,H,44965.0,A,4,4,14,34,31
321,0,93705,,15.0,15.0,15.0,15.0,19,24,N,0,69.0,M,U,44965.0,Others,3,3,18,34,29
322,0,93719,,38.0,35.63,29.31,33.25,15,43,A,0,53.0,M,H,44965.0,A,3,6,19,52,58
323,1,93809,10.0,10.0,10.0,7.58,10.0,18,93,A,0,77.0,M,U,0.0,A,3,17,18,47,85
324,0,93781,,15.0,11.67,10.0,15.0,16,45,A,0,31.0,M,H,59493.0,A,4,6,19,43,47
325,1,93824,10.0,10.0,8.4,4.58,8.0,16,126,S,1,79.0,F,H,59493.0,S,9,42,17,47,99
326,0,93820,,20.0,20.0,6.57,,26,129,A,1,52.0,M,H,59493.0,A,1,26,13,31,95
327,0,1154,,20.0,12.5,11.67,12.5,24,59,A,0,78.0,F,U,0.0,A,4,5,14,36,39
328,1,93883,4.0,5.0,3.86,3.56,3.0,18,41,S,1,51.0,M,H,40935.0,S,10,13,20,45,46
329,1,93894,11.0,5.0,5.25,5.44,5.0,15,75,S,1,82.0,F,H,40935.0,S,11,24,19,51,81
330,0,93881,,20.0,20.0,15.0,,26,39,A,0,44.0,M,U,40935.0,A,1,2,13,32,41
331,1,93880,5.0,20.0,15.0,12.0,,18,32,A,0,41.0,M,H,40935.0,A,2,3,18,37,41
332,0,93876,,20.0,20.0,20.0,20.0,18,18,F,0,57.0,M,U,40935.0,Others,2,2,14,21,17
333,1,5070,10.0,10.0,12.5,7.85,10.0,17,130,A,1,74.0,F,H,50546.0,A,7,33,30,61,148
334,1,189130,51.0,36.0,36.0,20.83,36.0,18,89,A,0,69.0,M,U,56916.0,A,2,10,19,47,80
335,1,93500,10.0,6.0,12.67,8.33,14.0,15,121,A,0,60.0,F,U,0.0,A,4,18,22,50,100
336,1,94113,10.0,10.0,10.0,10.63,10.0,23,92,A,1,50.0,F,U,27096.0,A,2,14,18,47,83
337,0,94141,,15.0,16.0,10.44,20.0,18,75,A,0,37.0,F,H,54425.0,A,3,12,19,50,78
338,1,94177,11.0,10.0,8.5,5.56,8.0,16,130,A,0,65.0,F,H,54425.0,A,7,25,23,52,103
339,1,93086,20.0,20.0,20.0,20.0,20.0,20,20,F,0,34.0,F,U,0.0,Others,2,2,14,24,21
340,1,94239,15.0,10.0,10.0,10.0,10.0,15,28,A,1,,F,U,37766.0,A,6,6,17,35,35
341,0,94433,,25.0,11.0,7.1,6.67,16,113,S,1,47.0,F,U,0.0,S,10,46,20,53,101
342,1,4048,17.0,17.0,17.0,11.19,,18,103,A,1,63.0,F,U,37766.0,A,1,25,20,37,106
343,1,5642,48.0,25.0,21.33,17.33,19.0,10,111,S,1,,F,H,48639.0,S,8,83,34,67,154
344,1,4606,25.0,25.0,25.0,24.75,,15,103,A,0,72.0,U,U,0.0,A,2,14,29,49,120
345,1,94289,6.0,7.0,7.0,7.22,7.33,18,36,A,1,71.0,F,H,48639.0,A,9,13,18,47,45
346,1,94312,10.0,10.0,10.67,9.75,10.0,18,79,S,1,79.0,F,U,0.0,S,4,18,19,48,82
347,1,94307,15.0,5.0,5.71,9.17,9.33,16,68,S,1,77.0,F,H,48639.0,S,10,33,13,41,65
348,1,94394,10.0,12.0,11.0,8.92,11.0,15,114,E,1,64.0,F,H,58656.0,Others,4,21,13,37,94
349,1,94386,6.0,6.0,6.17,5.71,6.0,19,105,A,0,64.0,M,H,58656.0,A,10,23,19,50,89
350,0,94402,,30.0,24.67,16.5,20.0,18,75,A,0,59.0,M,U,0.0,A,4,12,20,39,64
351,0,94479,,20.0,20.0,10.5,20.0,20,113,A,1,45.0,M,H,70789.0,A,2,19,19,46,92
352,0,94459,,5.0,10.0,10.11,10.0,18,65,S,1,64.0,F,H,70789.0,S,5,14,19,50,76
353,1,94486,6.0,3.0,9.25,7.55,12.0,19,124,A,0,82.0,M,H,70789.0,A,5,16,16,40,90
354,1,94503,10.0,15.0,12.5,12.5,10.0,18,32,A,0,35.0,F,U,35456.0,A,3,3,14,37,34
355,0,94506,,15.0,11.0,9.0,,18,38,A,0,49.0,F,U,35456.0,A,2,4,16,34,38
356,0,94541,,8.0,5.8,5.7,5.5,19,41,A,1,,M,U,31228.0,A,9,15,19,45,49
357,0,94567,,11.0,9.67,6.86,9.5,17,124,S,1,39.0,F,U,31228.0,S,10,32,19,52,94
358,1,4243,20.0,15.0,12.5,9.7,,19,109,A,0,51.0,F,H,31228.0,A,2,12,21,41,103
359,0,94636,,16.0,16.0,12.67,,15,69,E,0,57.0,F,H,35000.0,Others,2,9,13,30,64
360,0,94644,,25.0,25.0,16.25,25.0,15,115,A,1,58.0,F,H,35000.0,A,3,12,17,45,94
361,1,12837,10.0,5.0,29.2,18.6,13.0,13,43,A,1,43.0,F,U,0.0,A,8,14,31,62,71
362,1,441,10.0,5.0,5.0,5.5,5.0,8,80,S,1,56.0,F,U,19203.0,S,15,35,36,69,124
363,0,94690,,15.0,15.0,15.0,15.0,20,20,F,0,35.0,F,H,69679.0,Others,2,2,11,21,18
364,0,94779,,15.0,12.5,8.83,10.0,16,113,A,1,40.0,F,H,58656.0,A,3,20,19,45,98
365,1,94757,12.0,10.0,13.0,11.25,13.33,18,65,S,1,51.0,M,H,58656.0,S,7,19,19,50,78
366,1,13566,13.0,10.0,13.5,10.75,14.0,4,62,A,0,,M,H,58656.0,A,5,15,40,64,88
367,1,94851,10.0,10.0,10.0,7.31,10.0,19,80,A,1,81.0,F,H,91886.0,A,5,19,19,48,83
368,1,94915,15.0,15.0,15.0,12.17,15.0,15,92,E,0,54.0,F,H,48209.0,Others,2,9,12,33,64
369,0,94913,,10.0,10.8,9.78,11.5,18,56,A,0,49.0,F,U,48209.0,A,7,11,19,50,64
370,0,94921,,15.0,0.0,17.92,,18,87,A,1,61.0,F,H,48209.0,A,0,16,19,19,86
371,1,94902,30.0,30.0,30.0,30.0,30.0,24,24,N,0,,M,U,0.0,Others,2,2,16,30,30
372,1,94920,15.0,20.0,20.0,21.17,,17,88,A,1,56.0,F,H,48209.0,A,1,11,19,37,80
373,0,190902,,17.0,17.0,14.5,,26,104,A,0,69.0,M,U,48209.0,A,1,12,14,33,89
374,0,94944,,4.0,8.25,8.46,12.5,17,45,A,0,62.0,U,U,0.0,A,12,18,18,51,60
375,0,94975,,15.0,13.5,10.67,13.5,20,38,A,0,75.0,M,U,0.0,A,4,5,20,44,44
376,1,94021,10.0,20.0,20.0,20.0,,20,20,F,0,58.0,M,U,56544.0,Others,1,1,14,20,20
377,0,94019,,25.0,25.0,25.0,25.0,19,19,F,0,45.0,F,H,56544.0,Others,2,2,14,24,21
378,0,94039,,10.0,10.67,8.09,11.0,18,76,S,1,74.0,U,U,0.0,S,5,18,19,47,76
379,1,188377,5.0,5.0,9.25,7.86,10.67,6,53,A,0,78.0,F,H,56544.0,A,7,12,28,55,66
380,1,3933,20.0,11.0,11.0,8.56,11.0,21,139,A,1,31.0,M,U,0.0,A,2,25,24,50,99
381,1,1249,32.0,11.0,11.4,9.38,13.33,7,69,A,1,,M,U,0.0,A,8,20,34,65,123
382,0,94881,,10.0,15.0,13.75,10.0,16,41,A,0,,F,U,0.0,A,4,6,20,49,49
383,1,94884,40.0,35.0,35.0,30.0,,18,57,A,0,54.0,M,H,53637.0,A,1,4,19,38,60
384,0,94609,,5.0,5.25,4.73,5.0,17,122,S,1,28.0,M,U,40883.0,S,7,27,18,46,93
385,1,189508,7.0,6.0,5.0,4.67,4.67,15,124,S,1,,M,U,0.0,S,10,36,17,43,97
386,1,12785,10.0,10.0,7.67,7.93,8.4,13,42,S,1,87.0,F,H,64766.0,S,14,21,40,71,74
387,0,93636,,22.0,21.0,13.0,20.0,18,84,S,1,87.0,F,U,36059.0,S,3,13,19,48,81
388,1,95097,10.0,15.0,13.0,9.33,13.0,17,114,A,0,63.0,M,H,55548.0,A,6,17,19,48,96
389,0,95059,,10.0,23.67,17.75,23.67,17,88,S,1,70.0,F,H,46712.0,S,6,14,18,49,83
390,1,95132,25.0,20.0,17.5,14.0,,17,75,A,0,81.0,F,U,43714.0,A,2,7,19,35,66
391,1,95151,7.0,11.0,7.67,7.67,5.0,18,24,N,0,51.0,F,U,40079.0,Others,4,4,18,34,29
392,0,95163,,20.0,20.0,20.0,20.0,24,24,N,0,73.0,M,H,55179.0,Others,2,2,10,24,21
393,0,95180,,20.0,20.0,20.0,20.0,17,17,F,0,48.0,F,H,45746.0,Others,2,2,14,21,18
394,0,95200,,20.0,21.75,15.29,22.33,18,124,S,1,55.0,M,H,43346.0,S,7,30,20,51,110
395,0,95202,,20.0,20.0,9.08,20.0,24,125,A,1,,M,U,0.0,A,4,21,17,42,95
396,1,95208,10.0,10.0,8.0,8.9,8.33,18,54,A,1,74.0,F,U,41535.0,A,8,15,19,52,65
397,0,95436,,10.0,10.67,7.5,11.0,18,101,A,0,37.0,M,H,41535.0,A,5,17,21,49,88
398,1,95240,11.0,12.0,11.33,10.72,11.5,18,109,S,1,45.0,M,H,57075.0,S,8,45,21,54,106
399,0,94214,,10.0,9.6,8.0,10.0,17,122,S,1,85.0,M,U,0.0,S,6,23,20,50,105
400,1,95260,3.0,3.0,3.15,2.58,2.63,15,130,S,1,,M,U,0.0,S,21,60,20,50,115
401,0,95282,,20.0,15.0,11.5,,15,45,E,0,56.0,M,H,49747.0,Others,2,6,12,29,44
402,1,95351,12.0,10.0,13.5,8.07,13.0,26,124,A,1,59.0,F,H,46887.0,A,3,39,7,31,82
403,1,95347,7.0,7.0,6.75,8.22,6.67,17,89,A,0,60.0,M,H,46887.0,A,7,14,19,45,82
404,0,95343,,15.0,12.33,9.0,,15,81,S,1,35.0,M,H,46887.0,S,3,12,20,37,78
405,1,95341,10.0,30.0,27.5,21.09,27.5,16,76,S,1,,F,U,0.0,S,4,19,12,28,50
406,0,95406,,15.0,15.0,7.27,15.0,19,126,A,1,,M,U,0.0,A,3,25,18,47,103
407,1,95408,15.0,15.0,10.0,10.0,15.0,21,27,A,0,45.0,F,H,50395.0,A,3,3,17,35,31
408,0,95452,,10.0,7.0,5.25,6.5,19,45,A,0,33.0,F,H,44777.0,A,6,11,18,49,56
409,1,95450,11.0,9.0,10.17,10.17,12.0,20,32,A,1,45.0,F,H,44777.0,A,9,9,18,39,36
410,1,95467,4.0,6.0,5.88,5.94,6.5,19,92,S,1,72.0,F,H,65091.0,S,14,47,22,54,101
411,1,5172,10.0,10.0,16.0,10.61,17.0,5,130,S,1,36.0,M,H,39562.0,S,3,29,29,55,130
412,1,95525,30.0,25.0,25.0,37.5,,18,44,A,0,,M,U,61929.0,A,1,3,20,39,52
413,0,95526,,10.0,12.5,7.2,10.0,16,69,A,0,81.0,F,H,61929.0,A,3,8,18,35,51
414,1,95536,20.0,20.0,20.0,16.67,20.0,16,23,N,0,51.0,F,U,0.0,Others,2,4,21,32,28
415,1,95563,4.0,5.0,3.75,3.12,4.0,17,126,A,1,64.0,M,H,37320.0,A,6,26,17,41,89
416,0,95561,,11.0,11.14,6.68,12.0,18,113,S,1,79.0,F,H,37320.0,S,11,49,21,53,111
417,0,95604,,25.0,25.0,15.45,,18,113,A,1,,M,U,45463.0,A,1,17,20,42,99
418,0,95584,,20.0,13.33,12.5,13.33,21,28,A,1,,F,U,0.0,A,6,7,20,40,37
419,0,95590,,10.0,9.0,6.8,10.0,17,65,A,0,81.0,M,H,45463.0,A,4,8,20,35,49
420,1,95582,21.0,15.0,15.0,15.0,15.0,24,29,A,0,,F,U,0.0,A,4,4,14,33,31
421,1,95654,20.0,20.0,16.0,10.67,,17,76,A,0,64.0,M,H,59774.0,A,2,8,20,38,66
422,0,95655,,11.0,9.5,9.08,11.0,18,76,S,1,7.0,F,U,0.0,S,7,19,20,53,87
423,0,95665,,12.0,12.0,6.79,12.0,21,127,A,1,83.0,M,U,59774.0,A,2,24,16,42,94
424,0,95681,,50.0,50.0,50.0,50.0,24,29,A,0,80.0,M,H,55033.0,A,4,4,18,39,36
425,1,95701,5.0,10.0,10.0,8.37,10.0,21,130,S,1,53.0,M,U,55033.0,S,9,66,16,48,116
426,1,95727,18.0,19.0,17.8,15.56,18.5,15,69,A,0,45.0,U,H,49558.0,A,7,12,22,52,77
427,1,95728,15.0,25.0,25.0,12.83,25.0,25,87,A,1,69.0,F,H,49558.0,A,3,17,19,52,89
428,0,95755,,15.0,14.0,9.85,,18,120,A,1,87.0,M,H,52567.0,A,2,19,14,33,89
429,0,95762,,11.0,9.5,8.17,5.0,18,38,A,0,59.0,F,H,79452.0,A,5,8,19,50,48
430,1,95800,20.0,16.0,13.67,10.2,15.5,21,45,A,0,87.0,M,H,44756.0,A,5,8,18,48,53
431,0,95806,,20.0,11.67,8.67,20.0,17,57,A,0,17.0,M,H,44756.0,A,4,8,19,46,61
432,1,95831,10.0,6.0,15.0,10.5,15.0,15,17,F,0,70.0,M,U,44698.0,Others,2,3,15,22,19
433,1,95879,30.0,20.0,21.67,23.0,20.0,16,45,A,0,54.0,F,H,45055.0,A,4,7,21,54,59
434,1,6076,10.0,8.0,9.5,5.43,,25,121,A,1,78.0,F,H,45055.0,A,2,33,26,44,127
435,1,95951,20.0,15.0,15.0,8.08,15.0,22,64,A,1,49.0,F,H,48341.0,A,2,19,18,46,73
436,1,95943,13.0,15.0,10.0,10.0,10.0,18,41,A,0,68.0,M,H,48341.0,A,6,9,19,48,51
437,0,95985,,20.0,22.5,20.0,,20,31,A,0,48.0,M,U,0.0,A,2,3,19,33,35
438,0,95991,,3.0,3.1,2.93,3.0,17,87,S,1,,F,U,62589.0,S,16,41,11,41,84
439,1,96000,10.0,10.0,7.5,3.58,,25,130,A,1,83.0,M,H,41240.0,A,2,36,13,32,100
440,1,96003,6.0,5.0,7.0,4.8,7.0,17,98,A,1,75.0,F,H,44375.0,A,6,14,14,37,65
441,1,96008,5.0,5.0,5.0,4.84,5.0,16,118,S,1,,F,H,45333.0,S,13,49,16,46,105
442,1,96031,5.0,15.0,10.0,6.0,5.0,26,64,A,1,61.0,M,H,51181.0,A,3,10,11,34,56
443,1,96039,9.0,8.0,8.29,6.89,8.67,19,105,S,1,63.0,F,U,0.0,S,10,43,19,52,108
444,0,96040,,6.0,5.75,4.5,5.5,17,130,S,1,17.0,M,H,53010.0,S,14,51,17,44,104
445,1,96047,17.0,15.0,15.5,14.22,15.0,17,67,A,1,41.0,M,U,48554.0,A,6,13,19,50,81
446,1,96075,5.0,5.0,5.0,4.7,5.0,16,104,S,1,73.0,M,H,47942.0,S,7,29,18,45,94
447,1,96080,5.0,3.0,5.67,3.44,5.67,16,119,S,1,77.0,F,U,47942.0,S,6,30,14,38,88
448,1,96093,7.0,8.0,6.4,5.67,6.25,17,101,A,1,,M,H,48602.0,A,9,20,20,45,73
449,0,96156,,23.0,23.0,23.0,23.0,16,16,F,0,72.0,F,H,49292.0,Others,2,2,16,23,20
450,1,96175,5.0,6.0,5.8,5.56,6.0,20,52,S,1,82.0,M,U,42796.0,S,14,23,10,41,57
451,0,190679,,12.0,11.0,9.18,10.0,18,77,A,0,67.0,F,U,45250.0,A,3,15,19,48,79
452,1,96220,14.0,12.0,12.33,7.71,13.0,20,93,A,1,62.0,F,U,39649.0,A,4,22,19,50,93
453,0,96253,,25.0,25.0,16.33,25.0,16,101,A,0,75.0,M,H,37883.0,A,2,13,19,51,94
454,1,96251,10.0,5.0,7.5,5.87,6.67,17,89,A,1,53.0,F,H,37883.0,A,7,24,19,49,85
455,0,96273,,15.0,12.67,12.2,10.0,18,41,A,0,,M,U,0.0,A,4,7,19,52,52
456,1,96344,10.0,10.0,9.0,6.16,7.0,15,129,A,1,,F,H,41210.0,A,4,30,10,32,87
457,0,96417,,20.0,16.0,9.57,12.0,19,100,A,1,51.0,F,H,67560.0,A,3,11,19,45,84
458,1,96426,10.0,10.0,11.0,7.92,11.25,15,123,S,1,39.0,M,U,65846.0,S,9,22,19,45,101
459,0,190515,,15.0,14.33,11.0,14.5,15,92,A,0,64.0,M,U,65846.0,A,5,12,17,41,74
460,1,96441,25.0,25.0,25.0,14.7,25.0,24,86,A,1,73.0,M,H,63159.0,A,3,18,19,52,87
461,1,96348,6.0,10.0,6.67,6.67,6.67,17,24,N,1,73.0,F,H,63159.0,Others,6,6,19,34,31
462,1,96448,8.0,10.0,8.5,6.91,10.0,16,122,A,0,76.0,F,U,63159.0,A,5,16,13,28,61
463,0,96482,,10.0,10.0,7.8,10.0,18,78,A,1,43.0,F,H,47473.0,A,4,16,20,48,79
464,0,96454,,3.0,28.0,15.5,28.0,15,17,N,0,72.0,M,U,47473.0,Others,2,3,17,24,21
465,0,4194,,150.0,150.0,111.11,150.0,18,130,A,0,73.0,F,H,58514.0,A,3,16,27,60,130
466,1,96548,7.0,10.0,6.67,7.0,6.5,18,38,A,0,65.0,F,H,35263.0,A,5,8,18,42,42
467,0,96589,,25.0,25.0,20.25,,15,112,A,0,76.0,F,H,42757.0,A,2,10,19,38,88
468,0,96644,,20.0,18.5,15.8,17.0,16,50,A,0,55.0,M,H,52294.0,A,6,8,20,42,51
469,1,185149,5.0,0.0,10.0,8.65,10.0,4,113,A,1,76.0,M,H,52294.0,A,2,28,19,45,105
470,0,96690,,20.0,21.67,16.94,21.67,25,113,A,1,79.0,M,H,60977.0,A,6,26,19,51,105
471,1,96679,5.0,5.0,5.71,6.43,5.0,15,64,S,1,47.0,M,H,60977.0,S,10,19,20,53,73
472,0,96673,,7.0,5.6,5.36,5.14,17,41,S,1,,M,H,60977.0,S,17,19,19,47,47
473,0,96729,,8.0,7.0,6.86,6.67,17,40,A,1,,F,U,0.0,A,8,11,20,48,51
474,1,96763,20.0,20.0,16.25,10.75,15.0,19,105,S,1,79.0,F,H,48940.0,S,7,29,19,52,105
475,0,96778,,15.0,15.0,6.6,,26,81,A,0,,F,H,78594.0,A,1,8,13,31,62
476,0,96773,,20.0,20.0,20.0,20.0,17,17,F,0,56.0,M,H,78594.0,Others,2,2,14,21,19
477,0,96849,,15.0,15.0,10.83,,19,129,A,0,50.0,F,U,58068.0,A,1,11,14,32,85
